setting,seed,fold,modality,n,pearson,spearman,covariance,q_mean,q_std,q_mean_minus_one_third
rank0,44,2,table,17,-0.10539683505490131,-0.8137254901960784,-0.030873007759905927,0.4849061234248013,0.14247126826185663,0.151572790091468
rank0,44,3,us,17,-0.17734537511496778,-0.5220588235294118,-0.017397128845270806,0.27050729328302875,0.08097094196904467,-0.06282604005030457
rank0,44,3,emg,17,-0.06288802115071201,-0.22794117647058826,-0.0006936018225430507,0.15317107052902712,0.02218940762215154,-0.1801622628043062
rank0,44,3,table,17,-0.3456242255823573,-0.9264705882352943,-0.055376622981192766,0.34808988223542886,0.15526547148725586,0.014756548902095545
rank0,44,4,us,17,0.04114311019378861,-0.6053921568627452,0.0017742728316577166,0.2063111659592883,0.043643086243968864,-0.127022167374045
rank0,44,4,emg,17,-0.006922373948210631,0.03186274509803922,-0.00024746819771174675,0.1258026230825991,0.04786842893462481,-0.20753071025073422
rank0,44,4,table,17,0.035398346717073016,-0.7009803921568628,0.009127255817908622,0.32987545410530833,0.1345734424024653,-0.003457879228024985
original,42,0,us,17,0.24103606521149426,-0.35539215686274517,0.03992433542818934,0.30821781710872925,0.0944336320041146,-0.025115516224604062
original,42,0,emg,17,-0.30967868827705536,-0.43627450980392163,-0.0030959113294664552,0.0947384813151492,0.021396013571977558,-0.23859485201818412
original,42,0,table,17,-0.08891212489035798,-0.8725490196078433,-0.015761343749632093,0.3344551514525363,0.12083228844373604,0.0011218181192029775
original,42,1,us,17,-0.01906571316239633,-0.4730392156862746,-0.00030301061689820324,0.15869241266025486,0.024815624664321474,-0.17464092067307846
original,42,1,emg,17,-0.5653838303421301,-0.573529411764706,-0.010014161746356385,0.13100294631846474,0.06283249524028116,-0.20233038701486858
original,42,1,table,17,-0.40306332825214947,-0.8553921568627452,-0.043046873192952265,0.28882428909778096,0.12323026240749715,-0.04450904423555235
original,42,2,us,17,-0.3135064994684732,-0.8357843137254902,-0.021198327582862508,0.23562782940159016,0.064397406132726,-0.09770550393174315
