setting,modality,level,comparison,metric,estimate,ci95_low,ci95_high
original,emg,0.25,corrupted_minus_clean,balanced_accuracy,-0.016129032258064502,-0.040322580645161366,0.0
original,emg,0.25,change_minus_equal_late_change,balanced_accuracy,0.005610098176717981,-0.06767180925666205,0.08695652173913015
original,emg,0.25,corrupted_minus_clean,f1,-0.017857142857142905,-0.04608294930875578,0.0
original,emg,0.25,change_minus_equal_late_change,f1,-0.011148838438914788,-0.04650266407089899,0.019884813311936377
original,emg,0.25,corrupted_minus_clean,brier,-0.0009711758977855589,-0.007706438325933225,0.006019253441834263
original,emg,0.25,change_minus_equal_late_change,brier,0.0011297996325506654,-0.006029735324857767,0.008255025945461385
original,emg,0.25,corrupted_minus_clean,log_loss,-0.004794919862542324,-0.022637483226720934,0.012111803253522029
original,emg,0.25,change_minus_equal_late_change,log_loss,0.0001789390040039529,-0.015278896652703398,0.015208749140538066
original,emg,0.5,corrupted_minus_clean,roc_auc,-0.014960261804581543,-0.06078190743338027,0.0357702197288451
original,emg,0.5,change_minus_equal_late_change,roc_auc,0.012388966806919255,-0.028284244974287057,0.055405563347358584
original,emg,0.5,corrupted_minus_clean,accuracy,-0.04705882352941193,-0.12941176470588256,0.03529411764705892
original,emg,0.5,change_minus_equal_late_change,accuracy,0.09411764705882353,0.02352941176470602,0.16470588235294126
original,emg,0.5,corrupted_minus_clean,sensitivity,-0.17741935483870952,-0.27419354838709675,-0.09677419354838701
original,emg,0.5,change_minus_equal_late_change,sensitivity,0.12903225806451624,0.048387096774193616,0.22580645161290314
original,emg,0.5,corrupted_minus_clean,specificity,0.30434782608695654,0.13043478260869557,0.47826086956521746
original,emg,0.5,change_minus_equal_late_change,specificity,0.0,-0.13043478260869562,0.13043478260869568
original,emg,0.5,corrupted_minus_clean,balanced_accuracy,0.06346423562412351,-0.03962131837307148,0.17461430575035042
original,emg,0.5,change_minus_equal_late_change,balanced_accuracy,0.06451612903225812,-0.008765778401121919,0.1402524544179522
